App_Title,Rating,User_Rating,Update,Size,Installs,Version,Required Android,Category
Gin Rummy - Offline Free Card Games,4.2,34024,2/24/2020,21000000,1000000,1.4.0,4.1 and up,Card
Card Monsters: 3 Minute Duels,4.3,47242,2/20/2020,22000000,500000,2.24.0,5.0 and up,Card
CARD.com Mobile,4.5,24574,3/28/2019,45000000,1000000,3.0.32,4.4 and up,Finance
Shadow Era - Trading Card Game,4.4,47854,9/21/2019,46000000,1000000,3.71,4.4 and up,Card
Skip-Bo,4.3,20751,03-05-2020,1000000,1000000,1.14,4.1 and up,Card
"Look, Your Loot! - A card crawler",4.4,3548,3/28/2020,25000000,500000,1.21,4.1 and up,Card
Hearts - Free Card Games,4.4,3883,3/27/2020,16000000,100000,2.4.0,4.1 and up,Card
Card Crawl,4.2,19220,09-06-2019,64000000,500000,2.3.15,4.1 and up,Card
Solitaire Card Games Free,4.7,43219,03-10-2020,16000000,5000000,2.4.1,4.1 and up,Card
Eternal Card Game,4,10764,3/24/2020,57000000,500000,1.51.0,4.1 and up,Card
Cards and Castles,4.1,20395,12/14/2018,61000000,500000,3.5.51,2.3 and up,Strategy
Solitaire TriPeaks: Play Free Solitaire Card Games,4.5,563249,3/20/2020,60000000,10000000,6.7.0.69712,4.1 and up,Card
Spades Plus - Card Game,4.6,277537,3/22/2020,94000000,10000000,5.1.0,4.4 and up,Card
Hearthstone,4.1,1677580,3/22/2020,13000000,10000000,17.0.44222,5.0 and up,Card
Credit Card Reader,4.3,4756,12/16/2019,6000000,500000,1.0.63,4.4 and up,Business
Spades Royale - Online Card Games,4.8,141282,03-09-2020,74000000,1000000,1.28.18,6.0 and up,Card
Cards - Mobile Wallet,4.6,65505,1/21/2020,10000000,1000000,2.2,4.1 and up,Productivity
Memory Match Cards,4.5,4712,8/27/2019,25000000,100000,1.9,4.0.3 and up,Card
Spades Free - Multiplayer Online Card Game,4.4,1403,3/17/2020,12000000,100000,1.6.1,4.4 and up,Card
Shadowverse CCG,4.1,63240,3/19/2020,89000000,1000000,2.9.0,4.4 and up,Card
550+ Card Games Solitaire Pack,4.3,5824,03-10-2020,11000000,500000,1.2,4.1 and up,Card
Cardstone - TCG card game,4.4,10725,05-04-2015,31000000,100000,1.5,2.3 and up,Card
Hearts: Card Game,4.5,1749,12-09-2019,70000000,50000,1.0.0.495,4.1 and up,Card
Card Heroes - CCG game with online arena and RPG,3.4,44501,3/24/2020,103000000,1000000,2.3.1812,4.1 and up,Card
Tap Cats: Epic Card Battle (CCG),4.3,1368,1/29/2020,69000000,100000,1.4.0,5.0 and up,Strategy
Shadow Deck: Magic Heroes Card CCG,4.1,30201,02-06-2020,51000000,500000,1.0.60,4.1 and up,Strategy
The Horus Heresy: Legions – TCG card battle game,4.6,17095,3/26/2020,86000000,500000,1.6.1,4.1 and up,Card
Card Party - FAST Fun with Friends plus Family,4.4,29511,3/14/2020,1000000,1000000,10000000073,4.1 and up,Card
Casino Slots DoubleDown Fort Knox Free Vegas Games,4.4,14891,3/21/2020,1000000,500000,1.20.21,6.0 and up,Casino
Tycoon Casino™: Free Vegas Jackpot Slots,4.8,257721,3/21/2020,76000000,5000000,1.4.5,4.1 and up,Casino
City of Dreams Slots - Free Slot Casino Games,3.9,8698,03-10-2020,54000000,500000,3.9,4.0.3 and up,Casino
Triple Win Slots - Pop Vegas Casino Slots,4.7,9210,3/26/2020,57000000,100000,1.28,5.0 and up,Casino
Caesars Casino: Free Slots Games,4.4,549105,3/27/2020,1000000,10000000,3.48.1,Varies with device,Casino
Hard Rock Social Casino,4.4,2406,3/26/2020,89000000,100000,1.16,5.0 and up,Casino
Lightning Link Casino – Free Vegas Slots!,4.1,62286,03-03-2020,61000000,1000000,5.5.0,5.1 and up,Casino
DoubleU Casino - Free Slots,4.5,593818,3/18/2020,90000000,10000000,6.24.2,4.0.3 and up,Casino
Double Win Casino Slots - Free Vegas Casino Games,4.7,161342,3/16/2020,99000000,1000000,1.46,4.1 and up,Casino
House of Fun™️: Free Slots & Casino Games,4.6,1277215,3/26/2020,1000000,10000000,3.54,4.0.3 and up,Casino
Golden Casino: Free Slot Machines & Casino Games,4.8,33599,3/24/2020,83000000,1000000,1.0.306,5.0 and up,Casino
Slots: Hot Vegas Slot Machines Casino & Free Games,4.9,347190,1/22/2020,65000000,5000000,1.201,4.1 and up,Arcade
FaFaFa™ Gold Casino: Free slot machines,4.1,23103,02-10-2020,56000000,1000000,2.11.6,5.1 and up,Casino
Classic Slots -  Free Casino Games & Slot Machines,4.8,61240,3/18/2020,96000000,1000000,1.0.408,5.0 and up,Casino
Roulette Casino Royale,3.5,2270,06-05-2019,47000000,500000,2.4,4.1 and up,Casino
Slots: Vegas Roller Slot Casino - Free with bonus,4.5,5660,12/17/2019,84000000,100000,1.00.32,4.1 and up,Casino
Royal Slots Free Slot Machines & Casino Games,4.7,79297,3/21/2020,50000000,1000000,1.4.9,4.1 and up,Casino
Viva Slots Vegas™ Free Slot Jackpot Casino Games,4.7,163266,3/16/2020,62000000,1000000,2.01.2,4.1 and up,Casual
Slots: DoubleHit Slot Machines Casino & Free Games,4.5,59779,11-05-2019,58000000,1000000,1.2.9,4.1 and up,Casino
"Vegas Casino Slots 2020 - 2,000,000 Free Coins",4.4,9733,3/20/2020,96000000,500000,1.0.26,4.1 and up,Casino
Hit it Rich! Free Casino Slots,4.4,474169,3/24/2020,75000000,5000000,1.8.8650,4.1 and up,Casino
Neverland Casino Slots 2020 - Social Slots Games,4.5,16946,3/27/2020,1000000,1000000,2.41.0,Varies with device,Casino
Free Slots Casino - Adventures,4.8,116331,09-11-2019,80000000,1000000,2.8.3302,4.0 and up,Casino
Billionaire Casino Slots - The Best Slot Machines,4.3,203892,3/25/2020,93000000,10000000,5.2.1800,4.1 and up,Casino
Cashman Casino - Free Slot Machines & Casino Games,4.5,325511,3/16/2020,102000000,5000000,2.23.134,4.1 and up,Casino
Hot Shot Casino - Vegas Slots Games,4.5,194958,3/23/2020,1000000,1000000,3.00.42,4.1 and up,Casino
Gold Fish Casino Slots – Free Online Slot Machines,4.8,523247,3/25/2020,1000000,5000000,25.05.01,4.1 and up,Casino
Online Casino - Vegas Slots Machines,4.7,10482,3/13/2020,1000000,100000,3.8.2,4.4 and up,Casino
Slots: Heart of Vegas™ – Free Slot Casino Games,4.4,349185,3/18/2020,77000000,10000000,4.16.40,4.1 and up,Casino
Slots Casino - Jackpot Mania,4.7,127850,3/15/2020,91000000,1000000,1.73.0,4.2 and up,Casino
"GSN Casino: Play casino games- slots, poker, bingo",4.3,303819,03-12-2020,62000000,10000000,4.11.1,4.1 and up,Casino
Cute Casino Slots - Free Vegas Slot Machine Games!,4.5,7801,3/20/2020,83000000,100000,1.92,4.1 and up,Casino
NEW SLOTS 2020－free casino games & slot machines,4.7,211793,3/27/2020,1000000,1000000,18.4,4.2 and up,Casino
Huuuge Casino Slots - Best Slot Machines,4.3,663686,3/25/2020,92000000,10000000,5.2.1800,4.1 and up,Casino
Cash Blitz™ - Free Slots & Casino Games,4.8,42526,3/29/2020,84000000,1000000,6.0.0.120,4.1 and up,Casino
Rock N' Cash Casino Slots -Free Vegas Slot Games,4.6,57108,3/23/2020,51000000,1000000,1.35.0,4.1 and up,Casino
Slotomania™ Slots Casino: Slot Machine Games,4.4,1635484,3/27/2020,1000000,50000000,3.31.3,4.1 and up,Casino
Full House Casino - Free Vegas Slots Casino Games,4.7,443211,3/25/2020,50000000,1000000,1.2.99,4.0.3 and up,Casino
Quick Hit Casino Slots - Free Slot Machines Games,4.5,233189,3/26/2020,1000000,10000000,2.5.14,4.1 and up,Casino
Slots Billionaire: Free Slots Casino Games Offline,4.8,117861,1/24/2018,68000000,1000000,1.127,2.3.3 and up,Casino
Cash Storm Casino - Online Vegas Slots Games,4.8,63997,3/13/2020,69000000,1000000,1.1.23,4.1 and up,Casino
Cash Frenzy™ Casino – Top Casino Games,4.6,523159,03-10-2020,93000000,5000000,1.59,4.1 and up,Casino
Vegas Live Slots : Free Casino Slot Machine Games,4.6,30707,3/27/2020,93000000,1000000,1.2.17,4.0.3 and up,Casino
Jackpot Party Casino: Free Slots Casino Games,4.6,792030,3/26/2020,100000000,10000000,5013.01,4.1 and up,Casino
Clubillion™- Vegas Slot Machines and Casino Games,4.7,20903,3/20/2020,85000000,500000,1.9,4.1 and up,Casino
GSN Grand Casino – Play Free Slot Machines Online,4.3,40280,2/14/2020,81000000,1000000,2.15.3,4.1 and up,Casino
my KONAMI Slots - Free Vegas Casino Slot Machines,4.5,316016,3/13/2020,123000000,5000000,1.45.1,4.1 and up,Casino
Gold Fortune Casino™ - Free Vegas Slots,4.8,57452,3/26/2020,91000000,1000000,5.3.0.90,4.1 and up,Casino
Vegas Slots - DoubleDown Casino,4.4,385915,12-02-2019,1000000,10000000,4.9.11,Varies with device,Casino
Superb Casino - HD Free Slots Games,4.8,28619,3/23/2020,70000000,1000000,1.0.44,4.1 and up,Casino
Educational Puzzles for Kids (Preschool),4.1,1936,2/29/2020,67000000,1000000,1.4.8,4.2 and up,Education
IXL,3.3,12952,3/25/2020,1000000,1000000,3.4.2,Varies with device,Education
PBS KIDS Games,4,20093,3/26/2020,1000000,5000000,2.3.0,4.4 and up,Educational
Educational games for kids,4.3,45002,01-03-2020,33000000,10000000,7,4.0.3 and up,Educational
Preschool and Kindergarten Learning Games,4.1,25707,3/24/2020,58000000,1000000,5.4,4.0.3 and up,Educational
Educational Games. Memory,3.7,949,12-11-2019,21000000,500000,3,4.0.3 and up,Educational
First Grade Learning Games,4.1,5443,3/24/2020,59000000,1000000,4.4,4.0.3 and up,Educational
Multiplication Table IQ / Times Tables,4.2,18351,2/28/2020,25000000,5000000,1.3.2,4.3 and up,Education
Endless Reader,4.4,5233,10/28/2019,45000000,500000,2.5.0,5.1 and up,Education
Kids Learning Box: Preschool,4.3,3402,07-11-2019,17000000,1000000,1.8,4.1 and up,Educational
"Math Kids - Add, Subtract, Count, and Learn",4.4,7475,01-09-2020,39000000,5000000,1.2.2,4.1 and up,Educational
"KidloLand- Nursery Rhymes, Kids Games, Baby Songs",4.5,33390,3/17/2020,1000000,1000000,Varies with device,3.0 and up,Educational
Kids A-Z,4,31222,03-06-2020,33000000,1000000,5.16.0,4.4 and up,Education
Kids Educational Games: Preschool and Kindergarten,4.3,2513,1/18/2020,57000000,1000000,2.6.0,4.0 and up,Educational
Brilliant,4.7,61466,3/27/2020,1000000,1000000,Varies with device,Varies with device,Education
Writing Wizard - Handwriting,4.1,5396,8/28/2019,1000000,1000000,Varies with device,Varies with device,Education
ABC Spelling - Spell & Phonics,4.4,3791,2/25/2020,39000000,1000000,1.2.5,4.1 and up,Educational
My Very Hungry Caterpillar,4.1,8000,9/26/2019,64000000,1000000,2.3.0,4.4 and up,Education
Kids  flashcard game,4.2,988,10/22/2019,8200000,500000,3.1,2.3 and up,Education
Starfall Free & Member,4.1,22073,1/14/2020,65000000,5000000,Varies with device,Varies with device,Education
Noggin Preschool Learning Games & Videos for Kids,3.4,5379,2/27/2020,53000000,1000000,50.13.0,5.0 and up,Education
Kids Spelling Learning,4.2,4305,2/18/2020,7100000,1000000,8.3,4.4 and up,Education
Kindergarten Kids Learning: Fun Educational Games,4.3,4778,3/17/2020,1000000,1000000,6.3.3.8,4.2 and up,Education
Rivet: Better Reading Practice For Kids,4.5,32408,03-04-2020,72000000,10000000,1.1.41,5.0 and up,Books & Reference
Sight Words Sentence Builder: Reading for Kids,4.4,866,02-11-2020,31000000,100000,7.5,4.1 and up,Education
Educational Games. Math,3.8,509,01-09-2020,14000000,100000,2,4.0.3 and up,Educational
Educational Games for Kids,4.5,29423,1/20/2020,42000000,5000000,4.2.1073,4.2 and up,Educational
"iHeartRadio: Radio, Podcasts & Music On Demand",4.6,2125865,03-10-2020,1000000,50000000,Varies with device,Varies with device,Music & Audio
Audiomack: Download New Music Offline Free,4.7,685278,3/26/2020,17000000,10000000,5.3.3,5.0 and up,Music & Audio
Music Player - Audio Player,4.6,1133217,3/20/2020,4000000,50000000,3.8.7,4.0.3 and up,Music & Audio
Music Player - Mp3 Player,4.7,315606,11-04-2019,1000000,10000000,8.1,4.4 and up,Music & Audio
Mi Music,4.5,207234,3/25/2020,21000000,100000000,4.10.08i,5.0 and up,Music & Audio
My Music,4,1585,2/26/2020,5900000,500000,2.0.9,4.1 and up,Music & Audio
Google Play Music,4.1,4440116,3/24/2020,1000000,5000000000,Varies with device,Varies with device,Music & Audio
SongFlip - Free Music Streaming & Player,4.8,360346,3/13/2018,9500000,10000000,1.1.10,4.1 and up,Music & Audio
Default Music Player,4.4,272254,03-07-2020,8600000,50000000,7.0.6,5.0 and up,Music & Audio
"GO Music Player Plus - Free Music, Radio, MP3",3.9,320319,11/27/2019,32000000,10000000,2.4.3,4.1 and up,Music & Audio
"GO Music - Offline & online music, free MV, MP3",4.1,724696,11/14/2019,42000000,50000000,4.5.3,4.1 and up,Music & Audio
Music,3.9,270148,02-12-2020,9700000,100000000,9.4.7.A.0.0,4.2 and up,Music & Audio
Free Music - Music Downloader,4.1,89574,1/16/2020,6300000,1000000,1.29,4.1 and up,Music & Audio
"Free Music - Music Player, MP3 Player",4,79589,3/24/2020,17000000,10000000,8.2,5.0 and up,Music & Audio
Drum Pads 24 - Music Maker,4.5,215468,11/27/2019,35000000,10000000,3.8,4.0.3 and up,Music & Audio
Drum Pad Machine - Beat Maker,4.5,599554,3/13/2020,27000000,50000000,2.7.0,4.1 and up,Music & Audio
Apple Music,3.8,338910,3/23/2020,1000000,50000000,Varies with device,Varies with device,Music & Audio
"Music Player - MP3 Player, Audio Player",4.7,191438,01-05-2020,13000000,10000000,2.1.7.55,4.4 and up,Music & Audio
"Spotify: Listen to new music, podcasts, and songs",4.6,18176620,3/26/2020,1000000,500000000,Varies with device,Varies with device,Music & Audio
Music Player - MP3 Player & 10 Bands Equalizer,4.5,72348,3/20/2020,5100000,10000000,1.3.9,4.0.3 and up,Music & Audio
Music Player- Free Music & Mp3 Player,4.4,18457,03-01-2020,3900000,1000000,1.5.0,4.0.3 and up,Music & Audio
Amazon Music: Stream Trending Songs & New Beats,4.4,1582812,3/29/2020,1000000,100000000,Varies with device,Varies with device,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",4.6,2092485,3/19/2020,1000000,100000000,Varies with device,Varies with device,Music & Audio
"Pi Music Player - Free Music Player, YouTube Music",4.8,1004293,3/28/2020,1000000,10000000,Varies with device,Varies with device,Music & Audio
Free Music - MH Player,4.5,87678,04-08-2019,7200000,10000000,7.4,5.0 and up,Music & Audio
My Mixtapez Music,4.7,334719,3/20/2020,27000000,10000000,7.8.29,5.0 and up,Music & Audio
Groovepad - Music & Beat Maker,4.7,607182,3/13/2020,33000000,10000000,1.5.0,4.2 and up,Music & Audio
Musixmatch - Lyrics for your music,4.5,2002888,3/20/2020,12000000,50000000,7.5.7,5.0 and up,Music & Audio
TREBEL - Free Music Downloads & Offline Play,4.5,163089,3/20/2020,16000000,10000000,4.5.15,5.1 and up,Music & Audio
"TIDAL Music - Hifi Songs, Playlists, & Videos",4.2,192958,3/25/2020,12000000,10000000,2.21.0,5.0 and up,Music & Audio
AOSP Music+,4.4,17430,05-05-2018,1500000,5000000,1.3.1a,2.3 and up,Music & Audio
Music Player - MP3 Player,4.8,232652,3/29/2020,7900000,5000000,v5.6.0,4.1 and up,Music & Audio
Free Music,4.5,295223,3/27/2020,3800000,10000000,1.38,4.1 and up,Music & Audio
Music player,4.6,189287,01-09-2020,9100000,10000000,16,4.2 and up,Music & Audio
Shazam - Discover songs & lyrics in seconds,4.4,3694761,3/23/2020,1000000,100000000,Varies with device,Varies with device,Music & Audio
Music Player,4.6,1035565,03-06-2020,1000000,50000000,Varies with device,Varies with device,Music & Audio
Samsung Music,4.4,485464,01-08-2020,28000000,500000000,16.2.21.6,5.0 and up,Music & Audio
Tiles Hop: EDM Rush!,4.2,994580,3/27/2020,51000000,100000000,3.1.2,4.1 and up,Music
Music Player for Android,4.5,150985,03-02-2020,3900000,10000000,3.1.2,4.0.3 and up,Music & Audio
Hexa Jigsaw Puzzle®,4.2,18616,3/26/2020,1000000,5000000,30.01,4.1 and up,Puzzle
Love Poly - New puzzle game,4.1,95982,03-07-2020,37000000,10000000,2.1.4,4.1 and up,Puzzle
Good Old Jigsaw Puzzles - Free Puzzle Games,3.9,5682,2/16/2020,43000000,500000,11.4.1,4.0.3 and up,Puzzle
Block Puzzle Jewel,4.3,1236990,10/16/2019,18000000,100000000,39,4.0.3 and up,Puzzle
"Puzzle Page - Crossword, Sudoku, Picross and more",4.2,40741,3/17/2020,97000000,1000000,3.01,7.0 and up,Puzzle
Landscape Jigsaw puzzles 4In 1,4.5,44302,7/19/2019,41000000,1000000,1.9.8,4.1 and up,Puzzle
Move the Block : Slide Puzzle,4.4,96608,2/14/2020,45000000,10000000,6.0.5,4.2 and up,Puzzle
Block! Triangle puzzle: Tangram,4.2,61445,3/17/2020,37000000,10000000,3.0.9,4.2 and up,Puzzle
Jigsaw Puzzle Of The Day,4.5,14293,02-12-2020,33000000,1000000,1.44,4.1 and up,Puzzle
Jigsaw Puzzles - Puzzle Game,4.6,392854,3/18/2020,89000000,10000000,1.4.0,4.1 and up,Puzzle
Magic Jigsaw Puzzles,4.4,443174,3/27/2020,123000000,10000000,5.19.8,4.0.3 and up,Puzzle
Woody Block Puzzle ®,4.6,241311,03-11-2020,16000000,10000000,1.3.5,4.4 and up,Puzzle
Sunset Jigsaw Puzzles,4.7,7372,07-02-2019,33000000,500000,1.9.6,4.1 and up,Puzzle
Nonogram.com - Picture cross puzzle game,4.5,171584,3/16/2020,54000000,10000000,1.8.0,4.4 and up,Puzzle
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,4.3,7888,2/20/2020,59000000,5000000,1.3.2,4.1 and up,Educational
Jigsaw Puzzle Master,4.3,1529,6/13/2018,64000000,100000,1.3.8,4.3 and up,Board
Block! Hexa Puzzle™,4.2,524880,2/25/2020,40000000,50000000,5.0.7,4.2 and up,Puzzle
Jigsaw Puzzle Collection HD - puzzles for adults,4.3,89776,1/20/2020,90000000,10000000,1.2.0,4.1 and up,Puzzle
"Numpuz: Classic Number Games, Num Riddle Puzzle",4.1,78249,3/26/2020,45000000,10000000,3.1501,4.0.3 and up,Puzzle
Jigsaw Puzzles Free,4.4,12183,8/30/2019,29000000,1000000,1.9.9,4.1 and up,Puzzle
Kids' Puzzles,3.9,9004,02-07-2020,1000000,5000000,2.9.0,4.1 and up,Puzzle
Just Jigsaws,4.5,5817,7/23/2019,39000000,500000,1.1.8,4.0.3 and up,Puzzle
Jigsaw Puzzles Epic,4.5,327447,3/20/2020,34000000,10000000,1.5.3,4.1 and up,Puzzle
Jigsaw Puzzle,4.6,6849,01-04-2020,6000000,500000,1.0.15,4.4 and up,Puzzle
Jigsaw Puzzle Crown - Classic Jigsaw Puzzles,4.6,46098,3/27/2020,48000000,1000000,1.0.9.6,4.1 and up,Puzzle
Jigsaw Puzzle World,4.3,85040,01-06-2020,22000000,10000000,2020.01.06,4.1 and up,Puzzle
Wood Block Puzzle - Free Classic Block Puzzle Game,4.5,75815,3/26/2020,55000000,10000000,1.6.1,4.1 and up,Puzzle
Puzzledom - classic puzzles all in one,4.4,282569,3/18/2020,44000000,10000000,7.9.80,4.1 and up,Puzzle
World of Puzzles - Riddle Games,4.2,21587,8/30/2019,32000000,1000000,1.3.0,4.1 and up,Puzzle
Open Puzzle Box,4,81736,8/13/2019,58000000,5000000,1.0.10,4.0.3 and up,Puzzle
Jigsaw World,4.4,15023,11/19/2019,28000000,500000,2.0.4,4.0.3 and up,Puzzle
Jigsaw Puzzles Real,4.6,260429,03-02-2020,9200000,10000000,6.8.3G,5.0 and up,Puzzle
Polygrams - Tangram Puzzle Games,4.5,60303,2/29/2020,14000000,5000000,1.1.35,4.1 and up,Puzzle
Roll the Ball® - slide puzzle,4.3,1534631,2/19/2020,45000000,100000000,7.0.3,4.2 and up,Puzzle
Mansion of Puzzles - Escape,4.2,41760,9/27/2019,38000000,1000000,1.04.0,4.1 and up,Puzzle
Jigsaw Puzzle: Create Pictures with Wood Pieces,4.4,43576,3/25/2020,1000000,1000000,Varies with device,Varies with device,Puzzle
Flow Free,4.5,1374186,12/17/2019,11000000,100000000,4.5,4.1 and up,Puzzle
Jigsaw Puzzles Pro 🧩 - Free Jigsaw Puzzle Games,4.3,2247,3/19/2020,93000000,100000,1.2.9,4.1 and up,Puzzle
Nature and landscape jigsaw puzzles,4.4,6057,2/21/2019,26000000,500000,1.2,4.1 and up,Puzzle
Unblock Me FREE,4.6,696332,3/29/2020,1000000,50000000,2.0.5,4.1 and up,Puzzle
Jigsaw Puzzles Legends,4.7,833,1/27/2019,1000000,50000,2.24,4.1 and up,Puzzle
Kids Animals Jigsaw Puzzles ❤️🦄,4.4,61557,10/22/2019,17000000,10000000,242,4.2 and up,Educational
Jigsaw Puzzle Bug,4.5,4559,7/31/2019,1000000,100000,Varies with device,Varies with device,Puzzle
Block Puzzle,4.5,230032,03-04-2020,10000000,10000000,4.01,4.0 and up,Puzzle
"Bob - Puzzle games for kids, free jigsaw puzzles",4.2,18552,3/20/2020,27000000,5000000,2020.03.15,4.1 and up,Puzzle
Puzzle Fuzzle,4.2,105369,3/18/2020,83000000,10000000,1.1.6,4.1 and up,Puzzle
Racing Fever: Moto,4.3,434066,3/16/2020,110000000,50000000,v1.72.0,4.4 and up,Racing
Asphalt Xtreme: Rally Racing,4.2,641772,12/13/2019,1000000,10000000,1.9.2b,4.1 and up,Racing
Door Slammers 2 Drag Racing,4,14513,2/24/2020,121000000,1000000,3,4.4 and up,Racing
Top Speed: Drag & Fast Racing,4.7,756561,3/26/2020,1000000,10000000,Varies with device,Varies with device,Racing
Beach Buggy Racing 2,4.3,207188,12/21/2019,90000000,10000000,1.6.4,4.4 and up,Racing
Fast Racing 3D,4.4,1830398,5/16/2019,20000000,100000000,1.8,4.0 and up,Racing
Street Racing HD,4.3,13801,3/13/2020,85000000,1000000,2.1.7,4.0 and up,Racing
Assoluto Racing: Real Grip Racing & Drifting,4,111629,03-04-2020,45000000,5000000,2.4.6,5.0 and up,Racing
Drift Max Pro - Car Drifting Game with Racing Cars,4.6,1037423,3/13/2020,53000000,10000000,2.4.15,4.4 and up,Racing
